source_path,expected_targets,full_chain,final_url,final_status,result
/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-acali-experiment-science-sex-and-santiago-genovess-bizarre-human-behaviour-study,/episodes/the-acali-experiment-science-sex-and-santiago-genoves-s-bizarre-human-behaviour-study,404 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-acali-experiment-science-sex-and-santiago-genovess-bizarre-human-behaviour-study,https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-acali-experiment-science-sex-and-santiago-genovess-bizarre-human-behaviour-study,404,broken
/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-mushroom-murderer-erin-pattersons-deadly-family-lunch-and-the-trial-that-shocked-the-world,/episodes/the-mushroom-murderer-erin-patterson-s-deadly-family-lunch-and-the-trial-that-shocked-the-world,404 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-mushroom-murderer-erin-pattersons-deadly-family-lunch-and-the-trial-that-shocked-the-world,https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-mushroom-murderer-erin-pattersons-deadly-family-lunch-and-the-trial-that-shocked-the-world,404,broken
/podcast/the-compendium-of-fascinating-things/episode/a-deadly-american-marriage-piecing-together-jason-corbetts-final-weeks,/episodes/a-deadly-american-marriage-piecing-together-jason-corbett-s-final-weeks,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/a-deadly-american-marriage-piecing-together-jason-corbetts-final-weeks | 404 https://www.thecompendiumpodcast.com/episodes/a-deadly-american-marriage-piecing-together-jason-corbetts-final-weeks,https://www.thecompendiumpodcast.com/episodes/a-deadly-american-marriage-piecing-together-jason-corbetts-final-weeks,404,broken
/podcast/the-compendium-of-fascinating-things/episode/anish-kapoor-vs-stuart-semple-the-art-worlds-pettiest-feud,/episodes/anish-kapoor-vs-stuart-semple-the-art-world-s-pettiest-feud,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/anish-kapoor-vs-stuart-semple-the-art-worlds-pettiest-feud | 404 https://www.thecompendiumpodcast.com/episodes/anish-kapoor-vs-stuart-semple-the-art-worlds-pettiest-feud,https://www.thecompendiumpodcast.com/episodes/anish-kapoor-vs-stuart-semple-the-art-worlds-pettiest-feud,404,broken
/podcast/the-compendium-of-fascinating-things/episode/cassie-chadwick-carnegies-imaginary-heir-queen-of-the-con,/episodes/cassie-chadwick-carnegie-s-imaginary-heir-queen-of-the-con,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/cassie-chadwick-carnegies-imaginary-heir-queen-of-the-con | 404 https://www.thecompendiumpodcast.com/episodes/cassie-chadwick-carnegies-imaginary-heir-queen-of-the-con,https://www.thecompendiumpodcast.com/episodes/cassie-chadwick-carnegies-imaginary-heir-queen-of-the-con,404,broken
/podcast/the-compendium-of-fascinating-things/episode/ed-gein-monster-murderer-and-the-real-story-behind-hollywoods-nightmares,/episodes/ed-gein-monster-murderer-and-the-real-story-behind-hollywood-s-nightmares,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/ed-gein-monster-murderer-and-the-real-story-behind-hollywoods-nightmares | 404 https://www.thecompendiumpodcast.com/episodes/ed-gein-monster-murderer-and-the-real-story-behind-hollywoods-nightmares,https://www.thecompendiumpodcast.com/episodes/ed-gein-monster-murderer-and-the-real-story-behind-hollywoods-nightmares,404,broken
/podcast/the-compendium-of-fascinating-things/episode/elizabeth-holmes-silicon-valleys-greatest-fraud,/episodes/elizabeth-holmes-silicon-valley-s-greatest-fraud,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/elizabeth-holmes-silicon-valleys-greatest-fraud | 404 https://www.thecompendiumpodcast.com/episodes/elizabeth-holmes-silicon-valleys-greatest-fraud,https://www.thecompendiumpodcast.com/episodes/elizabeth-holmes-silicon-valleys-greatest-fraud,404,broken
/podcast/the-compendium-of-fascinating-things/episode/gunthers-millions-the-unbelievable-story-and-scam-behind-the-worlds-richest-dog,/episodes/gunther-s-millions-the-unbelievable-story-and-scam-behind-the-world-s-richest-dog,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/gunthers-millions-the-unbelievable-story-and-scam-behind-the-worlds-richest-dog | 404 https://www.thecompendiumpodcast.com/episodes/gunthers-millions-the-unbelievable-story-and-scam-behind-the-worlds-richest-dog,https://www.thecompendiumpodcast.com/episodes/gunthers-millions-the-unbelievable-story-and-scam-behind-the-worlds-richest-dog,404,broken
/podcast/the-compendium-of-fascinating-things/episode/heavens-gate-cult-between-devotion-and-delusion,/episodes/heaven-s-gate-cult-between-devotion-and-delusion,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/heavens-gate-cult-between-devotion-and-delusion | 404 https://www.thecompendiumpodcast.com/episodes/heavens-gate-cult-between-devotion-and-delusion,https://www.thecompendiumpodcast.com/episodes/heavens-gate-cult-between-devotion-and-delusion,404,broken
/podcast/the-compendium-of-fascinating-things/episode/jerry-springer-behind-the-scenes-of-tvs-most-famous-fights,/episodes/jerry-springer-behind-the-scenes-of-tv-s-most-famous-fights,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/jerry-springer-behind-the-scenes-of-tvs-most-famous-fights | 404 https://www.thecompendiumpodcast.com/episodes/jerry-springer-behind-the-scenes-of-tvs-most-famous-fights,https://www.thecompendiumpodcast.com/episodes/jerry-springer-behind-the-scenes-of-tvs-most-famous-fights,404,broken
/podcast/the-compendium-of-fascinating-things/episode/lindy-chamberlain-the-dingo-the-baby-and-a-nations-shock,/episodes/lindy-chamberlain-the-dingo-the-baby-and-a-nation-s-shock,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/lindy-chamberlain-the-dingo-the-baby-and-a-nations-shock | 404 https://www.thecompendiumpodcast.com/episodes/lindy-chamberlain-the-dingo-the-baby-and-a-nations-shock,https://www.thecompendiumpodcast.com/episodes/lindy-chamberlain-the-dingo-the-baby-and-a-nations-shock,404,broken
/podcast/the-compendium-of-fascinating-things/episode/lorena-bobbitt-hey-john-whos-got-your-penis,/episodes/lorena-bobbitt-the-true-story-of-john-bobbitt-s-decapitated-penis,301 https://www.thecompendiumpodcast.com/podcast/the-compendium-of-fascinating-things/episode/lorena-bobbitt-hey-john-whos-got-your-penis | 404 https://www.thecompendiumpodcast.com/episodes/lorena-bobbitt-hey-john-whos-got-your-penis,https://www.thecompendiumpodcast.com/episodes/lorena-bobbitt-hey-john-whos-got-your-penis,404,broken
